H99 ID,H99 Standard Name,H99 alias,H99 alias PMID,PMID used H99,Description H99,JEC21 ID,JEC21 Standard name,JEC21 alias,JEC21 alias PMID,PMID used JEC21,Description JEC21,B3501A ID,B3501A Standard name,B3501A alias,B3501A alias PMID,PMID used B3501A,Description B3501A,WM276_ID,WM276 Standard name,WM276 alias,WM276 alias PMID,PMID used WM276,Description WM276,R265_ID,R265 Standard name,R265 alias,R265 alias PMID,R265 PMID,Description R265,Description H99,Description non-H99,Synteny checked?,Update from Supplement,Curator Comment for FungiDB,H99 Genbank description,AHRD description,Top Sc hit,Sc Name,Sc eval,Sc hit % ID,H99 query length
CNAG_06428,OTU1,,,22719877,ubiquitin-specific protease,CNN01520,OTU1,,,22719877,ubiquitin-specific protease,CNBN1480,OTU1,,,22719877,ubiquitin-specific protease,CGB_N2290W,OTU1,,,22719877,ubiquitin-specific protease,CNBG_5032,OTU1,,,22719877,ubiquitin-specific protease,ubiquitin-specific protease,ubiquitin-specific protease,yes,,,ubiquitin thioesterase OTU1,Putative ubiquitin thioesterase otu1,YFL044C,OTU1,9.9999999999999994515e-21,30.29,208
CNAG_02008,OVA1,,,17367210,protein of unknown function,CNK03430,OVA1,,,17367210,protein of unknown function,CNBK0070,OVA1,,,17367210,protein of unknown function,CGB_K0170C,OVA1,,,17367210,protein of unknown function,CNBG_2946,OVA1,,,17367210,protein of unknown function,protein of unknown function,protein of unknown function,yes,,,nuclear protein,Phosphatidylethanolamine-binding protein 1,YLR179C,YLR179C,.0000033000000000000001683,25,192
CNAG_03968,PAB2,,,23966870,nuclear poly (A) binding protein,CNB04570,PAB2,,,23966870,nuclear poly (A) binding protein,CNBB1200,PAB2,,,23966870,nuclear poly (A) binding protein,CGB_A1420W,PAB2,,,23966870,nuclear poly (A) binding protein,CNBG_5499,PAB2,,,23966870,nuclear poly (A) binding protein,nuclear poly (A) binding protein,nuclear poly (A) binding protein,yes,,,,,,,,,
CNAG_05970,PAK1,,,12455960,ste/ste20/paka protein kinase,CNF00140,PAK1,,,12455960,ste/ste20/paka protein kinase,CNBF4570,PAK1,,,12455960,ste/ste20/paka protein kinase,CGB_F6480W,PAK1,,,12455960,ste/ste20/paka protein kinase,CNBG_1592,PAK1,,,12455960,ste/ste20/paka protein kinase,ste/ste20/paka protein kinase,ste/ste20/paka protein kinase,yes,,,STE/STE20/PAKA protein kinase,Serine/threonine-protein kinase 3,YHL007C,STE20,5.3999999999999998741e-78,35.26,916
CNAG_01173,PAN1,,,18854164,Lag1 family transcription factor,CND02990,PAN1,,,18854164,Lag1 family transcription factor,CNBD3370,PAN1,,,18854164,Lag1 family transcription factor,CGB_D5530C,PAN1,,,18854164,Lag1 family transcription factor,CNBG_0742,PAN1,,,18854164,Lag1 family transcription factor,Lag1 family transcription factor,Lag1 family transcription factor,yes,,Curator Comment: Named PAN1 based on PMID:18854164 but not actually an ortholog of S. cerevisiae Pan1. Blastp indicates similarity to LAG1 family transcription factors.,hypothetical protein,Recombining binding protein suppressor of hairless,,,,,
CNAG_07414,PAN6,,,12455690,pantoate-beta-alanine ligase,CND05630,PAN6,,,12455690,pantoate-beta-alanine ligase,CNBD0730,PAN6,,,12455690,pantoate-beta-alanine ligase,CGB_I1230W,PAN6,,,12455690,pantoate-beta-alanine ligase,CNBG_5855,PAN6,,,12455690,pantoate-beta-alanine ligase,pantoate-beta-alanine ligase,pantoate-beta-alanine ligase,yes,,,pantoate-beta-alanine ligase,Pantothenate synthetase,YIL145C,PAN6,3.2000000000000001791e-32,33.33,375
CNAG_00769,PBS2,,,15728721,map kinase kinase ,CNA07470,PBS2,,,15728721,map kinase kinase ,CNBA7290,PBS2,,,15728721,map kinase kinase ,CGB_A8570W,PBS2,,,15728721,map kinase kinase ,CNBG_1162,PBS2,,,15728721,map kinase kinase ,map kinase kinase ,map kinase kinase ,yes,,,STE/STE7 protein kinase,Serine/threonine-protein kinase 4,YJL128C,PBS2,5.7999999999999999507e-72,40.69,580
CNAG_01172,PBX1,,,17337638,parallel beta-helix repeat protein,CND02980,PBX1,,,17337638,parallel beta-helix repeat protein,CNBD3380,PBX1,,,17337638,parallel beta-helix repeat protein,CGB_D5520W,PBX1,,,17337638,parallel beta-helix repeat protein,CNBG_0741,PBX1,,,17337638,parallel beta-helix repeat protein,parallel beta-helix repeat protein,parallel beta-helix repeat protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_05562,PBX2,,,17337638,parallel beta-helix repeat protein,CNH02100,PBX2,,,17337638,parallel beta-helix repeat protein,CNBL2090,PBX2,,,17337638,parallel beta-helix repeat protein,CGB_L2490W,PBX2,,,17337638,parallel beta-helix repeat protein,CNBG_4310,PBX2,,,17337638,parallel beta-helix repeat protein,parallel beta-helix repeat protein,parallel beta-helix repeat protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_04217,PCK1,,,21652778,phosphoenolpyruvate carboxykinase,CNI03590,PCK1,,,21652778,phosphoenolpyruvate carboxykinase,CNBH3420,PCK1,,,21652778,phosphoenolpyruvate carboxykinase,CGB_H4450C,PCK1,,,21652778,phosphoenolpyruvate carboxykinase,CNBG_2828,PCK1,,,21652778,phosphoenolpyruvate carboxykinase,phosphoenolpyruvate carboxykinase,phosphoenolpyruvate carboxykinase,yes,,,phosphoenolpyruvate carboxykinase (ATP),Phosphoenolpyruvate carboxykinase [ATP],YKR097W,PCK1,1.6999999999999999901e-169,66.92,517
CNAG_03385,PCL103,,,18854164,cyclin,CNG01990,PCL103,,,18854164,cyclin,CNBG2800,PCL103,,,18854164,cyclin,CGB_G4100W,PCL103,,,18854164,cyclin,CNBG_2221,PCL103,,,18854164,cyclin,cyclin,cyclin,yes,,,g1/s-specific cyclin pcl1,PHO85 cyclin-2,YNL289W,PCL1,2.6999999999999999572e-20,40,170
CNAG_05081,PDE1,,,16339715,phosphodiesterase,CNL05390,PDE1,,,16339715,phosphodiesterase,CNBI1430,PDE1,,,16339715,phosphodiesterase,CGB_D1640C,PDE1,,,16339715,phosphodiesterase,CNBG_4606,PDE1,,,16339715,phosphodiesterase,phosphodiesterase,phosphodiesterase,yes,,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",,,,,
CNAG_07470,PDE2,,,16339715,phosphodiesterase,CNB01170,PDE2,,,16339715,phosphodiesterase,CNBB4540,PDE2,,,16339715,phosphodiesterase,CGB_B6520W,PDE2,,,16339715,phosphodiesterase,CNBG_0020,PDE2,,,16339715,phosphodiesterase,phosphodiesterase,phosphodiesterase,yes,,,high-affinity phosphodiesterase,"cGMP-specific 3',5'-cyclic phosphodiesterase",YOR360C,PDE2,3.2000000000000002487e-14,27.43,401
CNAG_02915,PDK1,,,22339665,serine threonine protein kinase,CNC05250,PDK1,,,22339665,serine threonine protein kinase,CNBC1920,PDK1,,,22339665,serine threonine protein kinase,CGB_C7570W,PDK1,,,22339665,serine threonine protein kinase,CNBG_3559,PDK1,,,22339665,serine threonine protein kinase,serine threonine protein kinase,serine threonine protein kinase,yes,,,AGC/PDK1 protein kinase,Protein kinase 2,YOL100W,PKH2,4.7000000000000002908e-37,47.13,244
CNAG_04984,PDR16,,,22412978,phosphatidylinositol transfer protein,CNL06310,PDR16,,,22412978,phosphatidylinositol transfer protein,CNBI0530,PDR16,,,22412978,phosphatidylinositol transfer protein,none?,,,,22412978,phosphatidylinositol transfer protein,none?,,,,22412978,phosphatidylinositol transfer protein,phosphatidylinositol transfer protein,phosphatidylinositol transfer protein,yes,,,pleiotropic drug resistance protein,SEC14 cytosolic factor,YNL231C,PDR16,2.3000000000000001025e-41,37.05,305
CNAG_00869,PDR5,,,19542307,ATP-binding cassette transporter,CND00090,PDR5,,,19542307,ATP-binding cassette transporter,CNBD6120,PDR5,,,19542307,ATP-binding cassette transporter,CGB_J2460C,PDR5,,,19542307,ATP-binding cassette transporter,CNBG_6088,PDR5,,,19542307,ATP-binding cassette transporter,ATP-binding cassette transporter,ATP-binding cassette transporter,yes,,,ATP-binding cassette transporter,Glutamine transport ATP-binding protein GlnQ,YDR406W,PDR15,0,48.16,1497
CNAG_04098,PDR5-2,,,19542307,ATP-binding cassette transporter,CNB05770,PDR5-2,,,19542307,ATP-binding cassette transporter,CNBB0020,PDR5-2,,,19542307,ATP-binding cassette transporter,CGB_A0010C,PDR5-2,,,19542307,ATP-binding cassette transporter,CNBG_5385,PDR5-2,,,19542307,ATP-binding cassette transporter,ATP-binding cassette transporter,ATP-binding cassette transporter,yes,,,"ATP-binding cassette, subfamily G (WHITE), member 2, PDR",ABC transporter G family member 6,YDR406W,PDR15,0,46.6,1543
CNAG_06348,PDR5-3,,,19542307,ATP-binding cassette transporter,CNN00770,PDR5-3,,,19542307,ATP-binding cassette transporter,CNBN0760,PDR5-3,,,19542307,ATP-binding cassette transporter,CGB_N1170W,PDR5-3,,,19542307,ATP-binding cassette transporter,CNBG_5107,PDR5-3,,,19542307,ATP-binding cassette transporter,ATP-binding cassette transporter,ATP-binding cassette transporter,yes,,,ABC transporter PMR5,ABC transporter G family member 6,YNR070W,PDR18,2.7000000000000001573e-169,32.78,1324
CNAG_03894,PDR802,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNB03820,PDR802,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNBB1890,PDR802,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CGB_A2290C,PDR802,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNBG_5570,PDR802,,,18854164,Zn2-Cys6 zinc-finger transcription factor,Zn2-Cys6 zinc-finger transcription factor,Zn2-Cys6 zinc-finger transcription factor,yes,,,hypothetical protein,Heme-responsive zinc finger transcription factor HAP1,,,,,
CNAG_03079,PER1,,,21602483,ER protein for association of GPI-anchored proteins with lipid rafts,CNC00120,PER1,,,21602483,ER protein for association of GPI-anchored proteins with lipid rafts,CNBC7100,PER1,,,21602483,ER protein for association of GPI-anchored proteins with lipid rafts,CGB_C9590W,PER1,,,21602483,ER protein for association of GPI-anchored proteins with lipid rafts,CNBG_3706,PER1,,,21602483,ER protein for association of GPI-anchored proteins with lipid rafts,ER protein for association of GPI-anchored proteins with lipid rafts,ER protein for association of GPI-anchored proteins with lipid rafts,yes,,,hypothetical protein,Post-GPI attachment to proteins factor 3,YCR044C,PER1,1.4999999999999999629e-19,28.29,357
CNAG_07403,PEX1,,,17041184,AAA-peroxin,CND06230,PEX1,,,17041184,AAA-peroxin,CNBD0190,PEX1,,,17041184,AAA-peroxin,CGB_I0240W,PEX1,,,17041184,AAA-peroxin,CNBG_5906,PEX1,,,17041184,AAA-peroxin,AAA-peroxin,AAA-peroxin,yes,,,peroxin-1,ATP-dependent zinc metalloprotease FtsH,YKL197C,PEX1,1.8999999999999999379e-78,31.51,1025
CNAG_01926,PEX5,,,17041184,peroxisomal targeting signal (PTS1) receptor ,CNK02670,PEX5,,,17041184,peroxisomal targeting signal (PTS1) receptor ,CNBK0870,PEX5,,,17041184,peroxisomal targeting signal (PTS1) receptor ,CGB_K1160W,PEX5,,,17041184,peroxisomal targeting signal (PTS1) receptor ,CNBG_3018,PEX5,,,17041184,peroxisomal targeting signal (PTS1) receptor ,peroxisomal targeting signal (PTS1) receptor ,peroxisomal targeting signal (PTS1) receptor ,yes,,,peroxisome targeting signal receptor,Peroxisomal targeting signal receptor,YDR244W,PEX5,1.0999999999999999515e-29,26.67,705
CNAG_04174,PEX6,,,17041184,AAA-peroxin,CNI03110,PEX6,,,17041184,AAA-peroxin,CNBH2980,PEX6,,,17041184,AAA-peroxin,CGB_H5110W,PEX6,,,17041184,AAA-peroxin,CNBG_2870,PEX6,,,17041184,AAA-peroxin,AAA-peroxin,AAA-peroxin,yes,,,peroxin-6,ATP-dependent zinc metalloprotease FtsH,YNL329C,PEX6,4.9000000000000002752e-104,38.78,833
CNAG_00516,PEX7,,,17041184,peroxisomal signal (PTS2) receptor,CNA04980,PEX7,,,17041184,peroxisomal signal (PTS2) receptor,CNBA4800,PEX7,,,17041184,peroxisomal signal (PTS2) receptor,CGB_A5260W,PEX7,,,17041184,peroxisomal signal (PTS2) receptor,CNBG_1399,PEX7,,,17041184,peroxisomal signal (PTS2) receptor,peroxisomal signal (PTS2) receptor,peroxisomal signal (PTS2) receptor,yes,,,peroxin-7,WD repeat-containing protein 24,YDR142C,PEX7,4.7999999999999997992e-45,34.29,382
CNAG_02229,PFT1,,,20485569,protein farnesyltransferase alpha subunit,CNE03110,PFT1,,,20485569,protein farnesyltransferase alpha subunit,CNBE3110,PFT1,,,20485569,protein farnesyltransferase alpha subunit,CGB_E4110W,PFT1,,,20485569,protein farnesyltransferase alpha subunit,CNBG_5370,PFT1,,,20485569,protein farnesyltransferase alpha subunit,protein farnesyltransferase alpha subunit,protein farnesyltransferase alpha subunit,yes,,,protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,YKL019W,RAM2,1.1999999999999999248e-30,31.82,330
CNAG_01758,PGU1,,,18854164,polygalacturonase,CNC02590,PGU1,,,18854164,polygalacturonase,CNBC4630,PGU1,,,18854164,polygalacturonase,CGB_C4020C,PGU1,,,18854164,polygalacturonase,CNBG_3294,PGU1,,,18854164,polygalacturonase,polygalacturonase,polygalacturonase,yes,,,polygalacturonase,Endopolygalacturonase D,,,,,
CNAG_02777,PHO84,,,19542307,inorganic phosphate transporter,CNC03960,PHO84,,,19542307,inorganic phosphate transporter,CNBC3220,PHO84,,,19542307,inorganic phosphate transporter,CGB_C6070W,PHO84,,,19542307,inorganic phosphate transporter,CNBG_3433,PHO84,,,19542307,inorganic phosphate transporter,inorganic phosphate transporter,inorganic phosphate transporter,yes,,,phosphate:H+ symporter,Probable inorganic phosphate transporter 1-6,YML123C,PHO84,6.100000000000000524e-107,50.28,535
CNAG_01988,PHY1,TCO3,16672377,15760278,two-component-like sensor kinase/putative phytochrome,CNK03200,PHY1,TCO3,16672377,15760278,two-component-like sensor kinase/putative phytochrome,CNBK0270,PHY1,TCO3,16672377,15760278,two-component-like sensor kinase/putative phytochrome,CGB_K0360W,PHY1,TCO3,16672377,15760278,two-component-like sensor kinase/putative phytochrome,CNBG_2964,PHY1,TCO3,16672377,15760278,two-component-like sensor kinase/putative phytochrome,two-component-like sensor kinase/putative phytochrome,two-component-like sensor kinase/putative phytochrome,yes,,,bacteriophytochrome histidine kinase,Histidine kinase 2,YIL147C,SLN1,1.0999999999999999829e-13,23.06,607
CNAG_07744,PIK1,,,20696827,1-phosphatidylinositol 4-kinase,CNG00610,PIK1,,,20696827,1-phosphatidylinositol 4-kinase,CNBG4170,PIK1,,,20696827,1-phosphatidylinositol 4-kinase,CGB_G6100W,PIK1,,,20696827,1-phosphatidylinositol 4-kinase,CNBG_2080,PIK1,,,20696827,1-phosphatidylinositol 4-kinase,1-phosphatidylinositol 4-kinase,1-phosphatidylinositol 4-kinase,yes,,,Atypical/PI4K protein kinase,Phosphatidylinositol 4-kinase,YNL267W,PIK1,4.2999999999999996757e-71,29.38,1280
CNAG_00396,PKA1,,,11287622,protein kinase A catalytic subunit,CNA03840,PKA1,,,11287622,protein kinase A catalytic subunit,none,,,,11287622,protein kinase A catalytic subunit,none,,,,11287622,protein kinase A catalytic subunit,none,,,,11287622,protein kinase A catalytic subunit,protein kinase A catalytic subunit,protein kinase A catalytic subunit,"yes, JEC21 not syntenic to H99",,,AGC/PKA protein kinase,Protein kinase C-like 2,YJL164C,TPK1,3.6999999999999999444e-95,63.08,325
CNAG_04162,PKA2,,,14871933,protein kinase A (PKA) catalytic subunit,CNI02980,PKA2,,,14871933,protein kinase A (PKA) catalytic subunit,CNBH2850,PKA2,,,14871933,protein kinase A (PKA) catalytic subunit,CGB_H5240W,PKA2,,,14871933,protein kinase A (PKA) catalytic subunit,CNBG_2882,PKA2,,,14871933,protein kinase A (PKA) catalytic subunit,protein kinase A (PKA) catalytic subunit,protein kinase A (PKA) catalytic subunit,,,,,,,,,,
CNAG_01845,PKC1,,,18689526,protein kinase C,CNC03300,PKC1,,,18689526,protein kinase C,CNBC3910,PKC1,,,18689526,protein kinase C,CGB_C5150C,PKC1,,,18689526,protein kinase C,CNBG_3366,PKC1,,,18689526,protein kinase C,protein kinase C,protein kinase C,yes,,,AGC/PKC protein kinase,Protein kinase C-like 3,YBL105C,PKC1,5.2000000000000002566e-152,39.51,1182
CNAG_00047,PKP1,,,19542307,pyruvate dehydrogenase kinase,CNA00360,PKP1,,,19542307,pyruvate dehydrogenase kinase,CNBA0360,PKP1,,,19542307,pyruvate dehydrogenase kinase,CGB_B0390C,PKP1,,,19542307,pyruvate dehydrogenase kinase,CNBG_0507,PKP1,,,19542307,pyruvate dehydrogenase kinase,pyruvate dehydrogenase kinase,pyruvate dehydrogenase kinase,yes,new,,,,,,,,
CNAG_00570,PKR1,,,11287622,camp dependent protein kinase regulatory subunit,CNA05510,PKR1,,,11287622,camp dependent protein kinase regulatory subunit,CNBA5350,PKR1,,,11287622,camp dependent protein kinase regulatory subunit,CGB_A6080W,PKR1,,,11287622,camp dependent protein kinase regulatory subunit,CNBG_1346,PKR1,,,11287622,camp dependent protein kinase regulatory subunit,camp dependent protein kinase regulatory subunit,camp dependent protein kinase regulatory subunit,yes,,,cAMP-dependent protein kinase regulator,cAMP-dependent protein kinase regulatory subunit,YIL033C,BCY1,2.3000000000000000821e-39,34.19,465
CNAG_06085,PLB1,,,11123698,phospholipase B,CNM00920,PLB1,,,11123698,phospholipase B,CNBM0810,PLB1,,,11123698,phospholipase B,CGB_M1140W,PLB1,,,11123698,phospholipase B,CNBG_4798,PLB1,,,11123698,phospholipase B,phospholipase B,phospholipase B,yes,,,phospholipase B,Phospholipase B,YMR008C,PLB1,6.8999999999999997437e-64,33.55,629
CNAG_02867,PLC1,,,18532984,phosphatidylinositol phospholipase C,CNC04820,PLC1,,,18532984,phosphatidylinositol phospholipase C,CNBC2360,PLC1,,,18532984,phosphatidylinositol phospholipase C,CGB_C7130W,PLC1,,,18532984,phosphatidylinositol phospholipase C,CNBG_3516,PLC1,,,18532984,phosphatidylinositol phospholipase C,phosphatidylinositol phospholipase C,phosphatidylinositol phospholipase C,yes,,,"phosphatidylinositol phospholipase C, delta",Phosphoinositide phospholipase C 6,YPL268W,PLC1,6.4999999999999998463e-42,31.39,599
CNAG_02968,PLC2,,,18532984,phosphatidylinositol-specific phospholipase C,CNC05780,PLC2,,,18532984,phosphatidylinositol-specific phospholipase C,CNBC1400,PLC2,,,18532984,phosphatidylinositol-specific phospholipase C,CGB_C8350C,PLC2,,,18532984,phosphatidylinositol-specific phospholipase C,CNBG_3610,PLC2,,,18532984,phosphatidylinositol-specific phospholipase C,phosphatidylinositol-specific phospholipase C,phosphatidylinositol-specific phospholipase C,yes,,,hypothetical protein,1-phosphatidylinositol phosphodiesterase,,,,,
CNAG_05534,PLR1,,,19151325,putative pyridoxal reductase or aldo-keto reductase,CNH01850,PLR1,,,19151325,putative pyridoxal reductase or aldo-keto reductase,CNBL1840,PLR1,,,19151325,putative pyridoxal reductase or aldo-keto reductase,CGB_L2220W,PLR1,,,19151325,putative pyridoxal reductase or aldo-keto reductase,CNBG_4337,PLR1,,,19151325,putative pyridoxal reductase or aldo-keto reductase,putative pyridoxal reductase or aldo-keto reductase,putative pyridoxal reductase or aldo-keto reductase,yes,,,pyridoxal reductase,Probable aldo-keto reductase 2,YPR127W,YPR127W,4.300000000000000022e-28,33.93,333
CNAG_06400,PMA1,,,11118522,plasma membrane H(+)-ATPase,CNN01260,PMA1,,,11118522,plasma membrane H(+)-ATPase,CNBN1250,PMA1,,,11118522,plasma membrane H(+)-ATPase,CGB_N2030C,PMA1,,,11118522,plasma membrane H(+)-ATPase,CNBG_5058,PMA1,,,11118522,plasma membrane H(+)-ATPase,plasma membrane H(+)-ATPase,plasma membrane H(+)-ATPase,yes,,,plasma-membrane proton-efflux P-type ATPase,Potassium-transporting ATPase B chain,YPL036W,PMA2,1.2000000000000000851e-108,35.88,956
CNAG_01232,PMC1,,,21655435,putative calcium-transporting ATPase,CND03510,PMC1,,,21655435,putative calcium-transporting ATPase,CNBD2820,PMC1,,,21655435,putative calcium-transporting ATPase,CGB_D6210C,PMC1,,,21655435,putative calcium-transporting ATPase,CNBG_0799,PMC1,,,21655435,putative calcium-transporting ATPase,putative calcium-transporting ATPase,putative calcium-transporting ATPase,yes,,,"calcium-translocating P-type ATPase, PMCA-type",Calcium-transporting ATPase 3,YGL006W,PMC1,4.7000000000000001642e-129,41.63,1129
CNAG_05351,PMM1,,,20174553,putative phosphomannomutase,CNH00170,PMM1,,,20174553,putative phosphomannomutase,CNBL0170,PMM1,,,20174553,putative phosphomannomutase,CGB_H0230C,PMM1,,,20174553,putative phosphomannomutase,CNBG_2499,PMM1,,,20174553,putative phosphomannomutase,putative phosphomannomutase,putative phosphomannomutase,yes,,,phosphomannomutase,Phosphomannomutase,YFL045C,SEC53,9.599999999999999979e-67,62.15,251
CNAG_05135,PMR1,,,21655435,putative calcium-transporting ATPase,CNL04870,PMR1,,,21655435,putative calcium-transporting ATPase,CNBI1970,PMR1,,,21655435,putative calcium-transporting ATPase,CGB_D2210C,PMR1,,,21655435,putative calcium-transporting ATPase,CNBG_4556,PMR1,,,21655435,putative calcium-transporting ATPase,putative calcium-transporting ATPase,putative calcium-transporting ATPase,yes,,,Ca2+-transporting ATPase,Probable calcium-transporting ATPase,YGL167C,PMR1,4.4000000000000002027e-157,46.03,958
